DATE,TWEXM
2004-02-04,85.6678
2004-02-11,84.7373
2004-02-18,84.1334
2004-02-25,85.4826
2004-03-03,86.7876
2004-03-10,86.7165
2004-03-17,87.1211
2004-03-24,86.1738
2004-03-31,86.12
2004-04-07,85.9671
2004-04-14,87.0855
2004-04-21,88.1013
2004-04-28,88.7351
2004-05-05,88.5667
2004-05-12,89.6786
2004-05-19,89.9142
2004-05-26,88.918
2004-06-02,87.6596
2004-06-09,87.4361
2004-06-16,88.1926
2004-06-23,87.9293
2004-06-30,87.2257
2004-07-07,86.4651
2004-07-14,86.0364
2004-07-21,85.9805
2004-07-28,87.2843
2004-08-04,87.6179
2004-08-11,86.8134
2004-08-18,86.4739
2004-08-25,86.4676
2004-09-01,87.0748
2004-09-08,86.8446
2004-09-15,86.4076
2004-09-22,86.4407
2004-09-29,85.9125
2004-10-06,85.5872
2004-10-13,85.262
2004-10-20,84.4925
2004-10-27,83.0974
2004-11-03,82.6343
2004-11-10,81.592
2004-11-17,81.3135
2004-11-24,80.5547
2004-12-01,79.7378
2004-12-08,79.9153
2004-12-15,80.8737
2004-12-22,80.6894
2004-12-29,79.9264
2005-01-05,80.0904
2005-01-12,81.103
2005-01-19,80.9918
2005-01-26,81.5367
2005-02-02,81.7452
2005-02-09,82.654
2005-02-16,82.148
2005-02-23,81.4433
2005-03-02,81.3191
2005-03-09,80.8582
2005-03-16,80.0878
2005-03-23,80.7014
2005-03-30,82.0418
2005-04-06,82.2979
2005-04-13,82.4697
2005-04-20,82.4131
2005-04-27,82.0547
2005-05-04,82.4792
2005-05-11,82.4399
2005-05-18,83.8222
2005-05-25,84.1565
2005-06-01,84.5023
2005-06-08,84.5959
2005-06-15,85.4487
2005-06-22,84.9041
2005-06-29,85.12
2005-07-06,86.1927
2005-07-13,85.5803
2005-07-20,85.7264
2005-07-27,85.7096
2005-08-03,85.1686
2005-08-10,84.5026
2005-08-17,83.7339
2005-08-24,84.5109
2005-08-31,84.0103
2005-09-07,83.0563
2005-09-14,83.4144
2005-09-21,83.9047
2005-09-28,84.5962
2005-10-05,84.907
2005-10-12,84.7987
2005-10-19,85.3771
2005-10-26,85.2286
2005-11-02,85.182
2005-11-09,86.3776
2005-11-16,87.0826
2005-11-23,86.8594
2005-11-30,86.4403
2005-12-07,86.4616
2005-12-14,85.4998
2005-12-21,85.3838
2005-12-28,85.8173
2006-01-04,85.5352
2006-01-11,84.5455
2006-01-18,84.6443
2006-01-25,84.0638
2006-02-01,84.2888
2006-02-08,85.0495
2006-02-15,85.3966
2006-02-22,85.4968
2006-03-01,85.0372
2006-03-08,84.9302
2006-03-15,85.4811
2006-03-22,84.8253
2006-03-29,85.4913
2006-04-05,84.9919
2006-04-12,84.7932
2006-04-19,84.3174
2006-04-26,83.2508
2006-05-03,81.6756
2006-05-10,80.7797
2006-05-17,80.3494
2006-05-24,80.8983
2006-05-31,80.6798
2006-06-07,80.5555
2006-06-14,81.6333
2006-06-21,81.9022
2006-06-28,82.4334
2006-07-05,81.5873
2006-07-12,81.5969
2006-07-19,82.5603
2006-07-26,82.5296
2006-08-02,81.6459
2006-08-09,81.113
2006-08-16,81.4694
2006-08-23,81.2339
2006-08-30,81.3522
2006-09-06,81.1774
2006-09-13,81.8574
2006-09-20,81.9681
2006-09-27,81.6378
2006-10-04,81.9385
2006-10-11,82.6804
2006-10-18,83.0713
2006-10-25,82.5907
2006-11-01,81.8208
2006-11-08,81.8948
2006-11-15,81.8702
2006-11-22,82.0212
2006-11-29,80.8334
2006-12-06,80.2106
2006-12-13,80.7607
2006-12-20,81.2768
2006-12-27,81.4513
2007-01-03,81.5585
2007-01-10,82.3492
2007-01-17,82.576
2007-01-24,82.5766
2007-01-31,82.7639
2007-02-07,82.6186
2007-02-14,82.4707
2007-02-21,81.8284
2007-02-28,81.638
2007-03-07,81.733
2007-03-14,81.6813
2007-03-21,81.2158
2007-03-28,80.8502
2007-04-04,80.7604
2007-04-11,80.6156
2007-04-18,79.8243
2007-04-25,79.3197
2007-05-02,79.2558
2007-05-09,79.2855
2007-05-16,79.4323
2007-05-23,79.3349
2007-05-30,79.2126
2007-06-06,78.721
2007-06-13,79.1072
2007-06-20,79.3198
2007-06-27,79.1836
2007-07-04,78.4698
2007-07-11,78.0281
2007-07-18,77.4096
2007-07-25,77.1476
2007-08-01,77.6425
2007-08-08,77.3067
2007-08-15,77.8579
2007-08-22,78.0053
2007-08-29,77.5035
2007-09-05,77.4306
2007-09-12,76.6682
2007-09-19,76.2025
2007-09-26,74.9891
2007-10-03,74.7527
2007-10-10,74.6358
2007-10-17,74.3189
2007-10-24,73.8583
2007-10-31,73.0842
2007-11-07,72.1302
2007-11-14,71.8437
2007-11-21,72.5617
2007-11-28,72.3854
2007-12-05,73.1262
2007-12-12,73.5287
2007-12-19,74.3817
2007-12-26,74.1412
2008-01-02,73.2468
2008-01-09,73.1326
2008-01-16,73.2935
2008-01-23,73.6531
2008-01-30,72.7609
2008-02-06,72.6412
2008-02-13,73.2972
2008-02-20,73.1133
2008-02-27,72.3299
2008-03-05,70.9552
2008-03-12,70.5528
2008-03-19,69.5813
2008-03-26,70.6434
2008-04-02,70.3989
2008-04-09,70.3871
2008-04-16,70.1857
2008-04-23,70.1297
2008-04-30,70.8445
2008-05-07,71.2376
2008-05-14,71.034
2008-05-21,70.4758
2008-05-28,70.0715
2008-06-04,70.9047
2008-06-11,71.2808
2008-06-18,71.8772
2008-06-25,71.4484
2008-07-02,70.7805
2008-07-09,71.1394
2008-07-16,70.3281
2008-07-23,70.5123
2008-07-30,71.3589
2008-08-06,72.0991
2008-08-13,74.0518
2008-08-20,74.8108
2008-08-27,74.4551
2008-09-03,75.2444
2008-09-10,76.3481
2008-09-17,76.3675
2008-09-24,74.5564
2008-10-01,75.1897
2008-10-08,77.7746
2008-10-15,79.6193
2008-10-22,81.311
2008-10-29,83.7994
2008-11-05,81.8466
2008-11-12,82.5419
2008-11-19,83.6287
2008-11-26,83.7162
2008-12-03,83.4611
2008-12-10,83.3678
2008-12-17,80.0059
2008-12-24,79.0368
2008-12-31,79.1431
2009-01-07,79.6969
2009-01-14,80.4053
2009-01-21,82.5038
2009-01-28,82.0972
2009-02-04,82.4813
2009-02-11,82.4254
2009-02-18,83.8484
2009-02-25,84.2855
2009-03-04,85.5093
2009-03-11,85.7072
2009-03-18,84.6992
2009-03-25,81.4198
2009-04-01,82.9188
2009-04-08,82.4234
2009-04-15,82.3507
2009-04-22,82.9969
2009-04-29,82.0893
2009-05-06,81.0805
2009-05-13,79.7988
2009-05-20,79.2399
2009-05-27,77.2923
2009-06-03,76.1656
2009-06-10,77.1025
2009-06-17,77.3527
2009-06-24,77.4708
2009-07-01,77.5166
2009-07-08,77.9015
2009-07-15,77.2369
2009-07-22,76.0748
2009-07-29,75.5999
2009-08-05,74.9158
2009-08-12,75.6718
2009-08-19,75.7927
2009-08-26,75.1767
2009-09-02,75.3656
2009-09-09,74.6722
2009-09-16,73.7492
2009-09-23,73.47
2009-09-30,73.9329
2009-10-07,73.6077
2009-10-14,72.5249
2009-10-21,72.2121
2009-10-28,72.8225
2009-11-04,73.2068
2009-11-11,72.5287
2009-11-18,72.2233
2009-11-25,72.2516
2009-12-02,71.718
2009-12-09,72.4751
2009-12-16,73.1752
2009-12-23,74.3127
2009-12-30,73.9914
2010-01-06,73.6965
2010-01-13,73.3858
2010-01-20,73.4592
2010-01-27,74.3623
2010-02-03,75.0009
2010-02-10,75.7749
2010-02-17,75.3263
2010-02-24,75.7124
2010-03-03,75.4303
2010-03-10,75.1768
2010-03-17,74.7212
2010-03-24,75.2208
2010-03-31,75.7837
2010-04-07,75.4158
2010-04-14,74.9788
2010-04-21,75.2023
2010-04-28,75.8201
2010-05-05,76.5039
2010-05-12,77.7556
2010-05-19,78.8887
2010-05-26,79.5561
2010-06-02,79.3239
2010-06-09,80.1677
2010-06-16,79.0056
2010-06-23,78.3518
2010-06-30,78.5827
2010-07-07,77.8252
2010-07-14,77.1154
2010-07-21,76.6424
2010-07-28,76.1734
2010-08-04,75.1783
2010-08-11,75.1712
2010-08-18,76.0895
2010-08-25,76.6674
2010-09-01,76.5605
2010-09-08,76.0222
2010-09-15,75.4342
2010-09-22,74.9827
2010-09-29,73.7815
2010-10-06,72.892
2010-10-13,72.1319
2010-10-20,72.0416
2010-10-27,72.4176
2010-11-03,71.9702
2010-11-10,71.6228
2010-11-17,73.0391
2010-11-24,73.4007
2010-12-01,74.5499
2010-12-08,73.6409
2010-12-15,73.5881
2010-12-22,74.1772
2010-12-29,73.7685
2011-01-05,73.1411
2011-01-12,73.8846
2011-01-19,72.7462
2011-01-26,72.4187
2011-02-02,71.9858
2011-02-09,72.0281
2011-02-16,72.4936
2011-02-23,71.9194
2011-03-02,71.2275
2011-03-09,70.9522
2011-03-16,71.1089
2011-03-23,70.4659
2011-03-30,70.5605
2011-04-06,70.404
2011-04-13,69.8502
2011-04-20,69.6586
2011-04-27,68.8569
2011-05-04,68.1428
2011-05-11,69.2707
2011-05-18,70.006
2011-05-25,70.3461
2011-06-01,69.713
2011-06-08,69.0972
2011-06-15,69.4771
2011-06-22,69.7149
2011-06-29,69.9586
2011-07-06,69.2436
2011-07-13,69.7026
2011-07-20,69.3237
2011-07-27,68.4104
2011-08-03,68.5646
2011-08-10,69.486
2011-08-17,69.0491
2011-08-24,69.0355
2011-08-31,68.906
2011-09-07,69.7103
2011-09-14,70.9851
2011-09-21,70.9313
2011-09-28,72.329
2011-10-05,73.1254
2011-10-12,72.316
2011-10-19,71.5246
2011-10-26,71.0376
2011-11-02,70.6519
2011-11-09,71.6198
2011-11-16,72.0761
2011-11-23,72.679
2011-11-30,73.0815
2011-12-07,72.4064
2011-12-14,73.3148
2011-12-21,73.8025
2011-12-28,73.5617
2012-01-04,73.3465
2012-01-11,74.0787
2012-01-18,73.9336
2012-01-25,73.233
2012-02-01,72.4231
2012-02-08,72.1602
2012-02-15,72.4184
2012-02-22,72.6577
2012-02-29,72.2573
2012-03-07,72.8012
2012-03-14,73.2182
2012-03-21,73.1893
2012-03-28,72.9274
2012-04-04,72.8479
2012-04-11,73.2875
2012-04-18,73.0062
2012-04-25,72.7747
2012-05-02,72.367
2012-05-09,72.9872
2012-05-16,73.7401
2012-05-23,74.5646
2012-05-30,75.2653
2012-06-06,75.5434
2012-06-13,75.211
2012-06-20,74.6242
2012-06-27,75.2305
2012-07-04,74.8203
2012-07-11,75.5471
2012-07-18,75.4886
2012-07-25,75.5703
2012-08-01,74.8362
2012-08-08,74.6171
2012-08-15,74.5663
2012-08-22,74.4063
2012-08-29,73.8842
2012-09-05,73.8345
2012-09-12,72.9084
2012-09-19,72.1412
2012-09-26,72.5284
2012-10-03,72.7393
2012-10-10,72.6307
2012-10-17,72.581
2012-10-24,72.9134
2012-10-31,73.2276
2012-11-07,73.5542
2012-11-14,73.8627
2012-11-21,73.9964
2012-11-28,73.4939
2012-12-05,73.2675
2012-12-12,73.3509
2012-12-19,72.973
2012-12-26,73.2074
2013-01-02,73.4503
2013-01-09,73.7929
2013-01-16,73.3709
2013-01-23,73.702
2013-01-30,73.8715
2013-02-06,73.686
2013-02-13,74.2911
2013-02-20,74.6702
2013-02-27,75.5276
2013-03-06,76.0397
2013-03-13,76.4397
2013-03-20,76.321
2013-03-27,76.2807
2013-04-03,76.1741
2013-04-10,76.2894
2013-04-17,76.1197
2013-04-24,76.6263
2013-05-01,75.9672
2013-05-08,75.908
2013-05-15,76.8611
2013-05-22,77.7215
2013-05-29,77.6685
2013-06-05,77.0141
2013-06-12,75.759
2013-06-19,75.1353
2013-06-26,76.9724
2013-07-03,77.5638
2013-07-10,78.4896
2013-07-17,77.2465
2013-07-24,76.8349
2013-07-31,76.291
2013-08-07,76.5052
2013-08-14,76.0073
2013-08-21,76.0499
2013-08-28,76.4073
2013-09-04,76.9791
2013-09-11,76.6396
2013-09-18,76.0256
2013-09-25,75.3518
2013-10-02,75.252
2013-10-09,75.0829
2013-10-16,75.5338
2013-10-23,74.7057
2013-10-30,74.8641
2013-11-06,75.6365
2013-11-13,76.1219
2013-11-20,75.9686
2013-11-27,76.2479
2013-12-04,76.3879
2013-12-11,76.0238
2013-12-18,76.0125
2013-12-25,76.3678
2014-01-01,76.2286
2014-01-08,76.6478
2014-01-15,76.9833
2014-01-22,77.3811
2014-01-29,77.1567
2014-02-05,77.4778
2014-02-12,77.0489
2014-02-19,76.5613
2014-02-26,76.8726
2014-03-05,76.7469
2014-03-12,76.4942
2014-03-19,76.2702
2014-03-26,76.9178
2014-04-02,76.6615
2014-04-09,76.4973
2014-04-16,76.1018
2014-04-23,76.3846
2014-04-30,76.2754
2014-05-07,75.9214
2014-05-14,76.1249
2014-05-21,76.2773
2014-05-28,76.5201
2014-06-04,76.6017
2014-06-11,76.7191
2014-06-18,76.577
2014-06-25,76.2156
2014-07-02,75.8349
2014-07-09,75.9356
2014-07-16,76.1186
2014-07-23,76.3759
2014-07-30,76.851
2014-08-06,77.259
2014-08-13,77.317
2014-08-20,77.4193
2014-08-27,77.9767
2014-09-03,78.1031
2014-09-10,79.0871
2014-09-17,79.3997
2014-09-24,79.8772
2014-10-01,80.778
2014-10-08,81.0382
2014-10-15,80.7337
2014-10-22,80.5384
2014-10-29,80.6801
2014-11-05,81.9915
2014-11-12,82.7264
2014-11-19,82.6772
2014-11-26,82.8214
2014-12-03,83.3976
2014-12-10,83.7551
2014-12-17,83.6924
2014-12-24,84.7222
2014-12-31,84.9429
2015-01-07,86.1869
2015-01-14,86.6711
2015-01-21,87.1279
2015-01-28,88.6554
2015-02-04,89.1417
2015-02-11,89.1515
2015-02-18,88.8575
2015-02-25,89.0872
2015-03-04,89.7483
2015-03-11,92.098
2015-03-18,93.0466
2015-03-25,91.4182
2015-04-01,91.5237
2015-04-08,90.9915
2015-04-15,92.2445
2015-04-22,90.8669
2015-04-29,89.6449
2015-05-06,88.8388
2015-05-13,88.3443
2015-05-20,88.395
2015-05-27,90.3228
2015-06-03,90.6652
2015-06-10,89.8248
2015-06-17,89.3652
2015-06-24,89.0397
2015-07-01,89.8341
2015-07-08,90.7966
2015-07-15,91.1883
2015-07-22,92.2728
2015-07-29,91.7819
2015-08-05,92.398
2015-08-12,92.2049
2015-08-19,91.9086
2015-08-26,90.6262
2015-09-02,91.4997
2015-09-09,91.7664
2015-09-16,91.2047
2015-09-23,91.3729
2015-09-30,91.8393
2015-10-07,91.2177
2015-10-14,90.3335
2015-10-21,90.2374
2015-10-28,91.8927
2015-11-04,92.2528
2015-11-11,93.6203
2015-11-18,94.0688
2015-11-25,94.1271
2015-12-02,94.5997
2015-12-09,93.545
2015-12-16,93.5202
2015-12-23,94.3839
2015-12-30,93.9097
2016-01-06,94.7199
2016-01-13,94.8479
2016-01-20,95.3462
2016-01-27,95.0434
2016-02-03,94.6265
2016-02-10,92.7064
2016-02-17,92.3176
2016-02-24,92.7908
2016-03-02,93.0948
2016-03-09,92.168
2016-03-16,91.6302
2016-03-23,90.3488
2016-03-30,90.93
2016-04-06,89.8167
2016-04-13,89.3259
2016-04-20,89.1948
2016-04-27,89.2703
2016-05-04,88.161
2016-05-11,89.1208
2016-05-18,89.5664
2016-05-25,90.6194
2016-06-01,90.5412
2016-06-08,89.2606
2016-06-15,89.2281
2016-06-22,89.0278
2016-06-29,89.9132
2016-07-06,90.2755
2016-07-13,90.5762
2016-07-20,90.8952
2016-07-27,91.5651
2016-08-03,90.1617
2016-08-10,90.4036
2016-08-17,89.5872
2016-08-24,89.0193
2016-08-31,89.9753
2016-09-07,89.8114
2016-09-14,89.8983
2016-09-21,90.3614
2016-09-28,90.0176
2016-10-05,90.2605
2016-10-12,91.5192
2016-10-19,91.7251
2016-10-26,92.489
2016-11-02,92.3529
2016-11-09,91.8707
2016-11-16,93.761
2016-11-23,94.745
2016-11-30,95.0208
2016-12-07,94.2746
2016-12-14,94.4724
2016-12-21,96.2723
2016-12-28,96.5689
2017-01-04,96.046
2017-01-11,95.2022
2017-01-18,94.2144
2017-01-25,94.0436
2017-02-01,93.7165
2017-02-08,93.4125
2017-02-15,94.1328
2017-02-22,94.2433
2017-03-01,94.2689
2017-03-08,95.3216
2017-03-15,95.169
2017-03-22,93.8732
2017-03-29,93.5078
2017-04-05,94.1172
2017-04-12,94.3169
2017-04-19,93.7505
2017-04-26,93.6233
2017-05-03,93.773
2017-05-10,93.9504
2017-05-17,93.5741
2017-05-24,92.315
2017-05-31,92.1788
2017-06-07,91.8954
2017-06-14,91.7926
2017-06-21,92.0278
2017-06-28,91.5984
2017-07-05,90.7043
2017-07-12,90.5696
2017-07-19,89.5937
2017-07-26,88.6365
2017-08-02,88.0469
2017-08-09,88.4156
2017-08-16,88.5637
2017-08-23,88.2323
2017-08-30,87.6051
2017-09-06,87.2722
2017-09-13,86.4553
2017-09-20,86.8134
2017-09-27,87.5381
2017-10-04,88.262
2017-10-11,88.4106
2017-10-18,88.2094
2017-10-25,88.7385
2017-11-01,89.7754
2017-11-08,89.7559
2017-11-15,89.2965
2017-11-22,88.994
2017-11-29,88.41
2017-12-06,88.5785
2017-12-13,89.2496
2017-12-20,88.9875
2017-12-27,88.543
2018-01-03,87.5224
2018-01-10,87.4435
2018-01-17,86.6369
2018-01-24,85.9463
2018-01-31,84.9171
2018-02-07,85.4127
2018-02-14,85.9268
2018-02-21,85.353
2018-02-28,86.0924
2018-03-07,86.2735
2018-03-14,86.2009
2018-03-21,86.6351
2018-03-28,85.889
2018-04-04,86.3168
2018-04-11,86.0051
2018-04-18,85.6726
2018-04-25,86.6873
2018-05-02,87.795
2018-05-09,88.3848
2018-05-16,88.3345
2018-05-23,88.9472
2018-05-30,89.3218
2018-06-06,89.1921
2018-06-13,88.9552
2018-06-20,90.2198
2018-06-27,90.2881
2018-07-04,90.2453
2018-07-11,89.7343
2018-07-18,90.2873
2018-07-25,90.2117
2018-08-01,89.8509
2018-08-08,90.1832
2018-08-15,91.0886
2018-08-22,90.7511
2018-08-29,89.9689
2018-09-05,90.3513
2018-09-12,90.3726
2018-09-19,89.8315
2018-09-26,89.4926
2018-10-03,90.2237
2018-10-10,90.6198
2018-10-17,90.2804
2018-10-24,90.9484
2018-10-31,91.5074
2018-11-07,91.2813
2018-11-14,91.7746
2018-11-21,91.586
2018-11-28,92.0977
2018-12-05,91.825
2018-12-12,92.07
2018-12-19,92.187
2018-12-26,92.0513
2019-01-02,92.0191
2019-01-09,91.092
2019-01-16,90.8855
2019-01-23,91.3239
2019-01-30,91.075
2019-02-06,90.794
2019-02-13,91.676
2019-02-20,91.8107
2019-02-27,91.2773
2019-03-06,91.6856
2019-03-13,92.1688
2019-03-20,91.6565
2019-03-27,91.7676
2019-04-03,92.1137
2019-04-10,92.0471
2019-04-17,91.9981
2019-04-24,92.4247
2019-05-01,92.6921
2019-05-08,92.5492
2019-05-15,92.3268
2019-05-22,92.7211
2019-05-29,92.7052
2019-06-05,92.4483
2019-06-12,91.6282
2019-06-19,92.1869
2019-06-26,91.0514
2019-07-03,91.1296
2019-07-10,91.7143
2019-07-17,91.4182
2019-07-24,91.6822
2019-07-31,92.2511
2019-08-07,92.1577
2019-08-14,91.9684
2019-08-21,92.4763
2019-08-28,92.3028
2019-09-04,92.7762
2019-09-11,92.4442
2019-09-18,92.5694
2019-09-25,92.7809
2019-10-02,93.1379
2019-10-09,93.0427
2019-10-16,92.5409
2019-10-23,91.7927
2019-10-30,91.9773
2019-11-06,91.9267
2019-11-13,92.5367
2019-11-20,92.3564
2019-11-27,92.6491
2019-12-04,92.3729
2019-12-11,92.0363
2019-12-18,91.8
2019-12-25,91.9923
2020-01-01,91.5077
